badge_id,name,issuer,description,criteria,alignment,employmentOutcome,skillsValidated,competency,learningOpportunity,related_badges
B07339,Python Certification,Coursera,Python Certification badge issued by Coursera,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Data Analyst roles,['DevOps'],"['Problem Solving', 'DevOps', 'Machine Learning']",Cloud Computing Course,['B00119']
B07340,Machine Learning Pro,IBM,Machine Learning Pro badge issued by IBM,Passing all module assessments,Industry Standard Alignment,Eligible for Data Analyst roles,"['UI/UX', 'Deep Learning']",['Teamwork'],Data Science Bootcamp,[]
B07341,Python Certification,edX,Python Certification badge issued by edX,Passing all module assessments,Industry Standard Alignment,Eligible for Data Analyst roles,"['Data Analysis', 'Deep Learning', 'Cloud Computing']","['Deep Learning', 'Leadership', 'Teamwork']",AI Professional Course,"['B02951', 'B04551']"
B07342,UI/UX Designer,Coursera,UI/UX Designer badge issued by Coursera,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Data Analyst roles,['Python'],['SQL'],Big Data Analysis Program,[]
B07343,AI Specialist,IBM,AI Specialist badge issued by IBM,Passing all module assessments,Professional Alignment,Eligible for Data Analyst roles,"['SQL', 'Cloud Computing', 'Machine Learning']","['SQL', 'Machine Learning']",Intro to Machine Learning,"['B08883', 'B08769']"
B07344,Machine Learning Pro,IBM,Machine Learning Pro badge issued by IBM,Passing all module assessments,Academic Alignment,Eligible for Machine Learning Engineer positions,['Cloud Computing'],"['Data Analysis', 'Teamwork', 'DevOps']",AI Professional Course,['B06266']
B07345,Big Data Analyst,IBM,Big Data Analyst badge issued by IBM,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Cloud Architect positions,['SQL'],"['Deep Learning', 'SQL', 'UI/UX']",AI Professional Course,"['B03200', 'B02196']"
B07346,Python Certification,Google,Python Certification badge issued by Google,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Data Analyst roles,"['Data Analysis', 'Python']","['Deep Learning', 'Leadership']",Data Science Bootcamp,"['B04284', 'B09035']"
B07347,Cloud Computing Guru,IBM,Cloud Computing Guru badge issued by IBM,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Data Analyst roles,"['Cloud Computing', 'Deep Learning']",['Python'],Big Data Analysis Program,[]
B07348,DevOps Engineer,Google,DevOps Engineer badge issued by Google,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Software Engineer roles,"['UI/UX', 'DevOps']","['UI/UX', 'Machine Learning']",AI Professional Course,[]
B07349,Big Data Analyst,Udacity,Big Data Analyst badge issued by Udacity,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Data Analyst roles,"['SQL', 'Machine Learning']","['Analytical Skills', 'Cybersecurity', 'Python']",AI Professional Course,[]
B07350,Data Science Expert,Coursera,Data Science Expert badge issued by Coursera,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Cloud Architect positions,"['Deep Learning', 'Data Analysis']",['Analytical Skills'],Data Science Bootcamp,[]
B07351,Data Science Expert,IBM,Data Science Expert badge issued by IBM,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Machine Learning Engineer positions,['Python'],['Data Analysis'],Big Data Analysis Program,"['B04878', 'B03668']"
B07352,UI/UX Designer,Coursera,UI/UX Designer badge issued by Coursera,Passing all module assessments,Industry Standard Alignment,Eligible for Data Analyst roles,"['SQL', 'Cloud Computing', 'Python']",['Python'],Data Science Bootcamp,['B09122']
B07353,Deep Learning Master,IBM,Deep Learning Master badge issued by IBM,Passing all module assessments,Professional Alignment,Eligible for Machine Learning Engineer positions,['Cloud Computing'],"['Creativity', 'UI/UX', 'Deep Learning']",Data Science Bootcamp,['B08232']
B07354,AI Specialist,Coursera,AI Specialist badge issued by Coursera,Passing all module assessments,Professional Alignment,Eligible for Data Analyst roles,['Machine Learning'],"['Machine Learning', 'Python', 'Problem Solving']",Big Data Analysis Program,['B05236']
B07355,Python Certification,Google,Python Certification badge issued by Google,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Cloud Architect positions,"['DevOps', 'SQL']",['Creativity'],AI Professional Course,['B02996']
B07356,Big Data Analyst,edX,Big Data Analyst badge issued by edX,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Data Analyst roles,"['SQL', 'Cloud Computing', 'Cybersecurity']","['SQL', 'Data Analysis', 'Leadership']",Data Science Bootcamp,"['B07914', 'B02005']"
B07357,Big Data Analyst,edX,Big Data Analyst badge issued by edX,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Software Engineer roles,"['Deep Learning', 'SQL', 'Python']",['Teamwork'],Cloud Computing Course,"['B09042', 'B01099']"
B07358,Big Data Analyst,edX,Big Data Analyst badge issued by edX,Passing all module assessments,Industry Standard Alignment,Eligible for Cloud Architect positions,"['Cloud Computing', 'Python', 'DevOps']","['Data Analysis', 'Analytical Skills']",AI Professional Course,[]
B07359,Python Certification,edX,Python Certification badge issued by edX,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['Python', 'Machine Learning', 'Deep Learning']","['UI/UX', 'Leadership', 'Machine Learning']",Data Science Bootcamp,[]
B07360,Machine Learning Pro,Coursera,Machine Learning Pro badge issued by Coursera,Passing all module assessments,Academic Alignment,Eligible for Machine Learning Engineer positions,"['UI/UX', 'DevOps', 'Machine Learning']",['UI/UX'],Intro to Machine Learning,"['B01363', 'B06422']"
B07361,DevOps Engineer,Google,DevOps Engineer badge issued by Google,Passing all module assessments,Industry Standard Alignment,Eligible for Cloud Architect positions,"['Machine Learning', 'Deep Learning', 'SQL']","['Creativity', 'Problem Solving']",Intro to Machine Learning,"['B01985', 'B07833']"
B07362,Python Certification,Udacity,Python Certification badge issued by Udacity,Passing all module assessments,Industry Standard Alignment,Eligible for Cloud Architect positions,"['Python', 'SQL', 'Deep Learning']",['Deep Learning'],AI Professional Course,"['B07802', 'B06174']"
B07363,Deep Learning Master,Google,Deep Learning Master badge issued by Google,Passing all module assessments,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['SQL', 'DevOps', 'Deep Learning']","['SQL', 'Machine Learning']",Big Data Analysis Program,['B08581']
B07364,DevOps Engineer,Udacity,DevOps Engineer badge issued by Udacity,Passing all module assessments,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['DevOps', 'SQL']",['DevOps'],Cloud Computing Course,['B08402']
B07365,AI Specialist,Coursera,AI Specialist badge issued by Coursera,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Data Analyst roles,['UI/UX'],['Cybersecurity'],Intro to Machine Learning,"['B09783', 'B02056']"
B07366,Data Science Expert,IBM,Data Science Expert badge issued by IBM,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Software Engineer roles,['Deep Learning'],"['Creativity', 'Python']",Cloud Computing Course,['B07649']
B07367,Big Data Analyst,Coursera,Big Data Analyst badge issued by Coursera,Passing all module assessments,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['Machine Learning', 'UI/UX', 'DevOps']",['Leadership'],AI Professional Course,[]
B07368,DevOps Engineer,edX,DevOps Engineer badge issued by edX,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Cloud Architect positions,['Data Analysis'],"['Machine Learning', 'Creativity']",AI Professional Course,['B02828']
B07369,Cloud Computing Guru,Coursera,Cloud Computing Guru badge issued by Coursera,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Machine Learning Engineer positions,"['Machine Learning', 'Cybersecurity']","['Problem Solving', 'Leadership', 'DevOps']",Big Data Analysis Program,['B06227']
B07370,Machine Learning Pro,Coursera,Machine Learning Pro badge issued by Coursera,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Software Engineer roles,['Cloud Computing'],"['SQL', 'Cloud Computing', 'Teamwork']",Big Data Analysis Program,"['B09207', 'B01469']"
B07371,Deep Learning Master,Udacity,Deep Learning Master badge issued by Udacity,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Software Engineer roles,"['Machine Learning', 'SQL']","['Deep Learning', 'Cybersecurity']",Cloud Computing Course,[]
B07372,DevOps Engineer,IBM,DevOps Engineer badge issued by IBM,Passing all module assessments,Industry Standard Alignment,Eligible for Data Analyst roles,"['UI/UX', 'Python']","['Python', 'Machine Learning']",Intro to Machine Learning,[]
B07373,DevOps Engineer,edX,DevOps Engineer badge issued by edX,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Software Engineer roles,"['UI/UX', 'Machine Learning', 'Data Analysis']","['Python', 'Creativity', 'Cybersecurity']",Data Science Bootcamp,[]
B07374,Deep Learning Master,IBM,Deep Learning Master badge issued by IBM,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Software Engineer roles,"['UI/UX', 'DevOps', 'Machine Learning']","['Analytical Skills', 'Cloud Computing', 'Leadership']",Cloud Computing Course,[]
B07375,AI Specialist,Udacity,AI Specialist badge issued by Udacity,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Data Analyst roles,"['Python', 'Cybersecurity']","['Cloud Computing', 'DevOps', 'Problem Solving']",Intro to Machine Learning,[]
B07376,Machine Learning Pro,edX,Machine Learning Pro badge issued by edX,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Machine Learning Engineer positions,['Cloud Computing'],"['Machine Learning', 'Creativity', 'SQL']",Cloud Computing Course,[]
B07377,UI/UX Designer,Google,UI/UX Designer badge issued by Google,Passing all module assessments,Industry Standard Alignment,Eligible for Data Analyst roles,['Cybersecurity'],"['Data Analysis', 'Problem Solving', 'Leadership']",AI Professional Course,"['B00279', 'B02404']"
B07378,Cloud Computing Guru,Google,Cloud Computing Guru badge issued by Google,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Cloud Architect positions,"['DevOps', 'SQL', 'Machine Learning']","['Cybersecurity', 'Leadership', 'Creativity']",Data Science Bootcamp,[]
B07379,Cloud Computing Guru,Udacity,Cloud Computing Guru badge issued by Udacity,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['Machine Learning', 'SQL', 'UI/UX']",['Machine Learning'],Cloud Computing Course,"['B05877', 'B00076']"
B07380,Cybersecurity Professional,IBM,Cybersecurity Professional badge issued by IBM,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Software Engineer roles,['Machine Learning'],['Leadership'],AI Professional Course,"['B07477', 'B04076']"
B07381,Big Data Analyst,edX,Big Data Analyst badge issued by edX,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['Python', 'Deep Learning']",['SQL'],Data Science Bootcamp,[]
B07382,Big Data Analyst,Udacity,Big Data Analyst badge issued by Udacity,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Data Analyst roles,"['UI/UX', 'Cloud Computing', 'DevOps']",['Creativity'],AI Professional Course,"['B04172', 'B03551']"
B07383,DevOps Engineer,Coursera,DevOps Engineer badge issued by Coursera,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,"['Cloud Computing', 'Deep Learning', 'UI/UX']","['Analytical Skills', 'SQL']",Data Science Bootcamp,['B01218']
B07384,Cloud Computing Guru,Udacity,Cloud Computing Guru badge issued by Udacity,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Software Engineer roles,"['UI/UX', 'Deep Learning', 'Cloud Computing']",['SQL'],Cloud Computing Course,"['B06579', 'B08234']"
B07385,UI/UX Designer,Coursera,UI/UX Designer badge issued by Coursera,Passing all module assessments,Academic Alignment,Eligible for Cloud Architect positions,['Cloud Computing'],"['UI/UX', 'Cloud Computing', 'Leadership']",Big Data Analysis Program,[]
B07386,UI/UX Designer,Udacity,UI/UX Designer badge issued by Udacity,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Cloud Architect positions,"['Deep Learning', 'Cloud Computing', 'Cybersecurity']","['UI/UX', 'Python']",Intro to Machine Learning,[]
